Institución,Nombre del establecimiento,UBIGEO,Clasificación,Departamento,Provincia,Distrito,Estado,NORTE,ESTE
GOBIERNO REGIONAL,LAGUNILLAS,210709,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,LAMPA,SANTA LUCIA,ACTIVADO,-70.76758333,-15.74743667
PRIVADO,SALUMEDIC S.A.C.,250101,CENTROS DE SALUD O CENTROS MEDICOS,UCAYALI,CORONEL PORTILLO,CALLERIA,ACTIVADO,-74.53303476,-8.38069602
GOBIERNO REGIONAL,COCOSANI,210102,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,ACORA,ACTIVADO,-69.65912833,-15.97153667
GOBIERNO REGIONAL,CHIPAQUILLO,100311,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,DOS DE MAYO,MARIAS,ACTIVADO,-76.39564,-9.33308333
GOBIERNO REGIONAL,IPAKUMA,10401,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,NIEVA,ACTIVADO,-77.96216356,-4.93846886
ESSALUD,POSTA MEDICA COTAHUASI,40801,PUESTOS DE SALUD O POSTAS DE SALUD,AREQUIPA,LA UNION,COTAHUASI,ACTIVADO,-72.8901725,-15.2122806
GOBIERNO REGIONAL,RIO TIGRE,190305,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,OXAPAMPA,POZUZO,ACTIVADO,-75.53281223,-9.91272277
GOBIERNO REGIONAL,HUACHIBAMBA,80408,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CALCA,YANATILE,ACTIVADO,-72.20976985,-12.72602068
GOBIERNO REGIONAL,SECCELAMBRAS,50102,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUAMANGA,ACOCRO,ACTIVADO,-74.07595013,-13.2589386
GOBIERNO REGIONAL,PUEBLO JOVEN CENTENARIO,30101,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,APURIMAC,ABANCAY,ABANCAY,ACTIVADO,-72.88469667,-13.62899
GOBIERNO REGIONAL,HUARANGUILLO,60906,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,ACTIVADO,-78.82138,-5.09004
GOBIERNO REGIONAL,MAYNO,10119,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,ACTIVADO,-77.88079833,-6.33839667
GOBIERNO REGIONAL,SAN SEBASTIAN DE QUERA,100109,CENTROS DE SALUD O CENTROS MEDICOS,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,ACTIVADO,-76.27629924,-9.85208003
GOBIERNO REGIONAL,JEBERILLOS,160201,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,ALTO AMAZONAS,YURIMAGUAS,ACTIVADO,-76.23984,-5.73908
GOBIERNO REGIONAL,P.S EL SAUCE,200304,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,HUANCABAMBA,HUARMACA,ACTIVADO,-79.51368167,-5.73559
GOBIERNO REGIONAL,TOTORANI,210102,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,ACORA,ACTIVADO,-69.76976667,-16.19339
GOBIERNO REGIONAL,ATUNCOLLA,210104,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,PUNO,ATUNCOLLA,ACTIVADO,-70.14336333,-15.68844833
GOBIERNO REGIONAL,BARRIO1,130102,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,TRUJILLO,EL PORVENIR,ACTIVADO,-79.0295219,-8.07020065
GOBIERNO REGIONAL,LORETO,170103,PUESTOS DE SALUD O POSTAS DE SALUD,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,ACTIVADO,-69.48670333,-11.97991333
GOBIERNO REGIONAL,LA LLICA,60601,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,CUTERVO,ACTIVADO,-78.78610385,-6.45858314
GOBIERNO REGIONAL,PAMPA GRANDE,240101,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,TUMBES,TUMBES,TUMBES,ACTIVADO,-80.42026826,-3.58217906
GOBIERNO REGIONAL,PALCO LA CAPILLA,60406,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,CHOROPAMPA,ACTIVADO,-78.325,-6.43278
GOBIERNO REGIONAL,ROSARIO ACON,50407,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUANTA,SIVIA,ACTIVADO,-73.95669922,-12.53375977
GOBIERNO REGIONAL,SAIREPAMPA,60610,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,ACTIVADO,-78.63108,-6.27996
ESSALUD,HOSPITAL I LAMPA - ESSALUD - RED ASISTENCIAL JULIACA,210701,HOSPITALES O CLINICAS DE ATENCION GENERAL,PUNO,LAMPA,LAMPA,ACTIVADO,-70.36700167,-15.36421167
GOBIERNO REGIONAL,HUANCCASCCA,30504,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,COTABAMBAS,HAQUIRA,ACTIVADO,-72.24177146,-14.31157642
GOBIERNO REGIONAL,CHARAMAYA,210109,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,MAÑAZO,ACTIVADO,-70.50408833,-15.98514833
GOBIERNO REGIONAL,YACILA,200501,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,PAITA,PAITA,ACTIVADO,-81.17085058,-5.13279748
GOBIERNO REGIONAL,SAN LUIS DE TACSHA CURARAY,160107,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,MAYNAS,NAPO,ACTIVADO,-73.54347531,-2.80396801
ESSALUD,INSTITUTO NACIONAL CARDIOVASCULAR CARLOS ALBERTO PESCHIERA CARRILLO - INCOR,150113,INSTITUTOS DE SALUD ESPECIALIZADOS,LIMA,LIMA,JESUS MARIA,ACTIVADO,-77.0398868,-12.0768185
PRIVADO,SERVICIOS INTEGRALES DE SALUD SANTA ANA S.A.C.,230101,HOSPITALES O CLINICAS DE ATENCION GENERAL,TACNA,TACNA,TACNA,ACTIVADO,-70.25059667,-18.017545
ESSALUD,CENTRO  DE    ATENCION PRIMARIA  III  METROPOLITANO DE TACNA,230101,POLICLINICOS,TACNA,TACNA,TACNA,ACTIVADO,-70.25099833,-18.01367
GOBIERNO REGIONAL,PUERTO PUNO,210101,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,PUNO,ACTIVADO,-70.01544667,-15.83569
ESSALUD,CARLOS CASTAÑEDA IPARRAGUIRRE,140106,POLICLINICOS,LAMBAYEQUE,CHICLAYO,LA VICTORIA,ACTIVADO,-79.8421153,-6.798765
GOBIERNO REGIONAL,PURUS,250401,CENTROS DE SALUD O CENTROS MEDICOS,UCAYALI,PURUS,PURUS,ACTIVADO,-70.71249271,-9.77207013
PRIVADO,CONSULTORIO DENTAL VIOLETA PARRA,150118,CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD,LIMA,LIMA,LURIGANCHO,ACTIVADO,-77.0427934,-12.046374
GOBIERNO REGIONAL,YANAMUCLO,120210,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,CONCEPCION,MATAHUASI,ACTIVADO,-75.38040854,-11.87344573
GOBIERNO REGIONAL,ICHUPATA,50403,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUANTA,HUAMANGUILLA,ACTIVADO,-74.20271333,-13.01266667
GOBIERNO REGIONAL,CENTRO DE SALUD VITOR,40125,CENTROS DE SALUD O CENTROS MEDICOS,AREQUIPA,AREQUIPA,VITOR,ACTIVADO,-71.93673833,-16.46679833
MINSA,CENTRO DE SALUD SAN BARTOLO,150129,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,SAN BARTOLO,ACTIVADO,-76.7770243,-12.3873605
GOBIERNO REGIONAL,CASINCHIHUA,30102,CENTROS DE SALUD O CENTROS MEDICOS,APURIMAC,ABANCAY,CHACOCHE,ACTIVADO,-73.02684833,-13.87505833
PRIVADO,MEDICINA Y SEGURIDAD EN EL TRABAJO SAC,150101,POLICLINICOS,LIMA,LIMA,LIMA,ACTIVADO,-77.0427934,-12.046374
MINSA,CONDEVILLA,150135,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,SAN MARTIN DE PORRES,ACTIVADO,-77.0814067,-12.021281
GOBIERNO REGIONAL,POMABAMBA,50204,CENTROS DE SALUD O CENTROS MEDICOS,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,ACTIVADO,-74.23516833,-13.60395333
GOBIERNO REGIONAL,CENTRO DE SALUD GENERALISIMO SAN MARTIN,40109,CENTROS DE SALUD O CENTROS MEDICOS,AREQUIPA,AREQUIPA,MARIANO MELGAR,ACTIVADO,-71.49744255,-16.40465083
GOBIERNO REGIONAL,PUEBLO LIBRE,130602,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,OTUZCO,AGALLPAMPA,ACTIVADO,-78.41093167,-7.97459
GOBIERNO REGIONAL,SAISA,50614,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,LUCANAS,SAISA,ACTIVADO,-74.41548667,-14.94017167
GOBIERNO REGIONAL,LANCHEPATA,60613,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,SANTO TOMAS,ACTIVADO,-78.72649756,-6.1227371
GOBIERNO REGIONAL,SUGLLAQUIRO,220101,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,ACTIVADO,-76.91412962,-5.95419654
GOBIERNO REGIONAL,MARCUYO,210503,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,EL COLLAO,PILCUYO,ACTIVADO,-69.534855,-16.13731333
GOBIERNO REGIONAL,ESPINDOLA,200201,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,AYABACA,AYABACA,ACTIVADO,-79.47918474,-4.64809095
MINSA,PRINCIPE DE ASTURIAS,150142,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,VILLA EL SALVADOR,ACTIVADO,-76.9112117,-12.2303369
GOBIERNO REGIONAL,HUASIMAL DE LA SOLANA,200604,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,SULLANA,LANCONES,ACTIVADO,-80.4522457,-4.50011911
MINSA,NACIONAL ARZOBISPO LOAYZA,150101,HOSPITALES O CLINICAS DE ATENCION GENERAL,LIMA,LIMA,LIMA,ACTIVADO,-77.0425597,-12.0498454
GOBIERNO REGIONAL,TOCMOCHE,60418,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,CHOTA,TOCMOCHE,ACTIVADO,-79.36030984,-6.41197944
GOBIERNO REGIONAL,NAVA,150901,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,OYON,OYON,ACTIVADO,-76.83594667,-10.729385
GOBIERNO REGIONAL,LIBERACION SOCIAL,130111,CENTROS DE SALUD O CENTROS MEDICOS,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,ACTIVADO,-79.04987749,-8.13133841
GOBIERNO REGIONAL,ANGASMARCA,100205,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,AMBO,HUACAR,ACTIVADO,-76.23206868,-10.23944358
GOBIERNO REGIONAL,PROGRESO,100904,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,PUERTO INCA,TOURNAVISTA,ACTIVADO,-74.78056667,-9.03863333
GOBIERNO REGIONAL,ANTA,80301,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CUSCO,ANTA,ANTA,ACTIVADO,-72.14629207,-13.46247723
GOBIERNO REGIONAL,ICHOCAN,61005,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,SAN MARCOS,ICHOCAN,ACTIVADO,-78.13314,-7.36923
GOBIERNO REGIONAL,SANTA ROSA DE HUASMIN,60304,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CELENDIN,HUASMIN,ACTIVADO,-78.31676744,-6.84836433
GOBIERNO REGIONAL,NUEVO SAN MARTIN,60417,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,TACABAMBA,ACTIVADO,-78.56196,-6.38795
GOBIERNO REGIONAL,CARAPO,50302,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUANCA SANCOS,CARAPO,ACTIVADO,-74.31604423,-13.83606388
GOBIERNO REGIONAL,EL ROMERO,60701,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,HUALGAYOC,BAMBAMARCA,ACTIVADO,-78.47377932,-6.59966095
GOBIERNO REGIONAL,HUAYCHAO,50103,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUAMANGA,ACOS VINCHOS,ACTIVADO,-74.03842123,-13.17010982
ESSALUD,HOSPITAL ESSALUD SICUANI,80601,HOSPITALES O CLINICAS DE ATENCION GENERAL,CUSCO,CANCHIS,SICUANI,ACTIVADO,-71.22872075,-14.2657015
GOBIERNO REGIONAL,PUESTO DE SALUD HUARCA,22001,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,YUNGAY,YUNGAY,ACTIVADO,-77.71244557,-9.10127827
PRIVADO,UMSO PERU,80108,CENTROS DE SALUD O CENTROS MEDICOS,CUSCO,CUSCO,WANCHAQ,ACTIVADO,-71.96199483,-13.52345214
GOBIERNO REGIONAL,POMACHUCO,30604,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,CHINCHEROS,HUACCANA,ACTIVADO,-73.74098333,-13.33266333
GOBIERNO REGIONAL,MARCAVELICA,200605,CENTROS DE SALUD O CENTROS MEDICOS,PIURA,SULLANA,MARCAVELICA,ACTIVADO,-80.70622721,-4.88225855
GOBIERNO REGIONAL,LA IRAKA,60414,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,PION,ACTIVADO,-78.49871,-6.22161
GOBIERNO REGIONAL,SICUNA,30409,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,AYMARAES,LUCRE,ACTIVADO,-73.24984667,-13.950745
GOBIERNO REGIONAL,JAVRULOT,10609,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,ACTIVADO,-77.33132749,-6.45750797
GOBIERNO REGIONAL,MICHINA,10607,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,ACTIVADO,-77.52195554,-6.37756258
MINSA,FRATERNIDAD NIÑO JESUS ZONA X,150103,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,ATE,ACTIVADO,-76.8191242,-12.0315691
GOBIERNO REGIONAL,SANTA ROSA,60414,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,PION,ACTIVADO,-78.48194,-6.16434
GOBIERNO REGIONAL,SINA,211005,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SAN ANTONIO DE PUTINA,SINA,ACTIVADO,-69.258225,-14.48999
GOBIERNO REGIONAL,AULLAN,60601,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,CUTERVO,ACTIVADO,-78.89494,-6.3832
GOBIERNO REGIONAL,MINASCUCHO,30506,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,ACTIVADO,-72.19007613,-14.13608568
GOBIERNO REGIONAL,KANKORA,210501,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,EL COLLAO,ILAVE,ACTIVADO,-69.63151833,-16.251315
GOBIERNO REGIONAL,SEPAHUA,250202,CENTROS DE SALUD O CENTROS MEDICOS,UCAYALI,ATALAYA,SEPAHUA,ACTIVADO,-73.04403767,-11.14412683
GOBIERNO REGIONAL,TANTA,30416,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,AYMARAES,TORAYA,ACTIVADO,-73.27758833,-14.03187333
GOBIERNO REGIONAL,VIRGEN DEL ROSARIO SOLLOCOTA,210212,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,AZANGARO,SAN JOSE,ACTIVADO,-70.12055116,-14.73142794
GOBIERNO REGIONAL,TALAVERA,30216,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,APURIMAC,ANDAHUAYLAS,TALAVERA,ACTIVADO,-73.42997622,-13.65920002
GOBIERNO REGIONAL,MARGOS,100105,CENTROS DE SALUD O CENTROS MEDICOS,HUANUCO,HUANUCO,MARGOS,ACTIVADO,-76.524225,-10.00156167
MINSA,BAYOVAR,150132,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ACTIVADO,-76.9913771,-11.9521131
GOBIERNO REGIONAL,ALGAMARCA,60202,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CAJABAMBA,CACHACHI,ACTIVADO,-78.24673724,-7.60726053
GOBIERNO REGIONAL,PAMPARQUE,50601,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,LUCANAS,PUQUIO,ACTIVADO,-74.07964315,-14.74751289
GOBIERNO REGIONAL,HUACAPONGO,131201,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,VIRU,VIRU,ACTIVADO,-78.65343774,-8.37444948
GOBIERNO REGIONAL,PUNCUCHUPA,210206,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,AZANGARO,CHUPA,ACTIVADO,-69.9951696,-15.04380423
GOBIERNO REGIONAL,P.S LA PILCA,200402,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,MORROPON,BUENOS AIRES,ACTIVADO,-79.94509308,-5.22340309
GOBIERNO REGIONAL,P.S. MERCADO CENTRAL,180101,PUESTOS DE SALUD O POSTAS DE SALUD,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,ACTIVADO,-70.93162,-17.16173
PRIVADO,SERVICIOS CLINICA SANTA ANITA PUCALLPA E.I.R.L.,250101,CENTROS DE SALUD O CENTROS MEDICOS,UCAYALI,CORONEL PORTILLO,CALLERIA,ACTIVADO,-74.53477732,-8.37635402
MINSA,15 DE ENERO,150132,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ACTIVADO,-77.0186169,-12.0111777
MINSA,LURIN,150119,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,LIMA,LIMA,LURIN,ACTIVADO,-76.8695747,-12.2736699
GOBIERNO REGIONAL,COCHAPATA,100201,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,AMBO,AMBO,ACTIVADO,-75.97321322,-10.13988297
GOBIERNO REGIONAL,VISTA ALEGRE,120106,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,HUANCAYO,CHICCHE,ACTIVADO,-75.32427701,-12.28005055
GOBIERNO REGIONAL,SAN JOSE,110205,PUESTOS DE SALUD O POSTAS DE SALUD,ICA,CHINCHA,EL CARMEN,ACTIVADO,-76.06889,-13.52035667
GOBIERNO REGIONAL,PUNCHAYPAMPA,90208,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ROSARIO,ACTIVADO,-74.61976617,-12.73262518
GOBIERNO REGIONAL,PUESTO DE SALUD 3 DE OCTUBRE,21809,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,SANTA,NUEVO CHIMBOTE,ACTIVADO,-78.53955184,-9.11610303
GOBIERNO REGIONAL,CCASANCCA,30714,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,GRAU,CURASCO,ACTIVADO,-72.54478199,-14.07130168
GOBIERNO REGIONAL,JUAN VELASCO ALVARADO,250107,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,CORONEL PORTILLO,MANANTAY,ACTIVADO,-74.44774172,-8.45594865
GOBIERNO REGIONAL,YARINA,220905,CENTROS DE SALUD O CENTROS MEDICOS,SAN MARTIN,SAN MARTIN,CHIPURANA,ACTIVADO,-75.863275,-6.42618333
GOBIERNO REGIONAL,LOS ANDES DE  PUCARA,190104,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,HUAYLLAY,ACTIVADO,-76.53516612,-10.96924752
GOBIERNO REGIONAL,TOTORA,90402,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CASTROVIRREYNA,ARMA,ACTIVADO,-75.32089159,-13.11753908
GOBIERNO REGIONAL,LACAYA,50706,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,PARINACOCHAS,PUYUSCA,ACTIVADO,-73.54450333,-15.19111333
GOBIERNO REGIONAL,SOCCO,30414,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,AYMARAES,TAPAIRIHUA,ACTIVADO,-73.16751667,-14.11089667
GOBIERNO REGIONAL,SAN JUAN DE PROVIDENCIA,10520,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,SANTA CATALINA,ACTIVADO,-78.15191625,-6.04664734
GOBIERNO REGIONAL,HUACO,50906,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,SUCRE,MORCOLLA,ACTIVADO,-73.79914833,-14.251805
GOBIERNO REGIONAL,P.S ALMIRANTE GRAU EX CHATO CHICO,200107,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,PIURA,CURA MORI,ACTIVADO,-80.61274833,-5.37669333
GOBIERNO REGIONAL,CHORRERA  DE PULGUERAS,200604,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,SULLANA,LANCONES,ACTIVADO,-80.41128963,-4.22941229
GOBIERNO REGIONAL,TALARA II,200701,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,PIURA,TALARA,PARIÑAS,ACTIVADO,-81.27209591,-4.578829
ESSALUD,CAP I CHAO,131202,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,VIRU,CHAO,ACTIVADO,-78.6791979,-8.5370642
GOBIERNO REGIONAL,TUPIN,120702,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,TARMA,ACOBAMBA,ACTIVADO,-75.68640769,-11.366027
GOBIERNO REGIONAL,MOLINOS (RUMIHUASI),50109,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,ACTIVADO,-74.37033016,-13.14019156
GOBIERNO REGIONAL,HOSPITAL RURAL NUEVA CAJAMARCA,220804,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,ACTIVADO,-77.30657775,-5.93988648
GOBIERNO REGIONAL,LIVES,61113,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,ACTIVADO,-79.0414859,-7.08044523
GOBIERNO REGIONAL,NEGROPAMPA,60401,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,CHOTA,ACTIVADO,-78.61987,-6.61006
GOBIERNO REGIONAL,SANTIAGO DE PAUCARAY,50910,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,ACTIVADO,-73.59049,-14.75580833
GOBIERNO REGIONAL,C.S SALITRAL,200406,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,PIURA,MORROPON,SALITRAL,ACTIVADO,-79.83256594,-5.34185995
PRIVADO,SERVIMEDIC PERU SAC,70102,CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD,CALLAO,CALLAO,BELLAVISTA,ACTIVADO,-77.0635373,-12.0282174
GOBIERNO REGIONAL,PUSOC,60701,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,HUALGAYOC,BAMBAMARCA,ACTIVADO,-78.47712122,-6.58360868
GOBIERNO REGIONAL,OTUZCO,60108,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,ACTIVADO,-78.4463,-7.11848
GOBIERNO REGIONAL,PATABAMBA,80407,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CALCA,TARAY,ACTIVADO,-71.91603685,-13.42032443
GOBIERNO REGIONAL,TALLAMAC,60701,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,HUALGAYOC,BAMBAMARCA,ACTIVADO,-78.47846219,-6.61163065
GOBIERNO REGIONAL,CURPAHUASI,30702,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,GRAU,CURPAHUASI,ACTIVADO,-72.67017886,-14.06339573
GOBIERNO REGIONAL,SHEPTE,220603,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MARISCAL CACERES,HUICUNGO,ACTIVADO,-76.72853636,-7.41150754
GOBIERNO REGIONAL,MALLETA,60613,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,SANTO TOMAS,ACTIVADO,-78.60949,-6.06213
GOBIERNO REGIONAL,ARAQUEDA,60202,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CAJABAMBA,CACHACHI,ACTIVADO,-78.18262395,-7.6567491
GOBIERNO REGIONAL,CHOCCEPUQUIO,30605,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,CHINCHEROS,OCOBAMBA,ACTIVADO,-73.54373132,-13.49550843
GOBIERNO REGIONAL,CHISCCAHUAYLLA,30503,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,COTABAMBAS,COYLLURQUI,ACTIVADO,-72.42864062,-13.80426737
GOBIERNO REGIONAL,CUCHEA,60602,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,CALLAYUC,ACTIVADO,-78.89123269,-6.21304476
GOBIERNO REGIONAL,CANCHA CANCHA,50202,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,CANGALLO,CHUSCHI,ACTIVADO,-74.31334167,-13.60465667
GOBIERNO REGIONAL,TOMANGA,51011,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,VICTOR FAJARDO,SARHUA,ACTIVADO,-74.42367167,-13.61819833
GOBIERNO REGIONAL,POMACOCHA,51108,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,VILCAS HUAMAN,VISCHONGO,ACTIVADO,-73.98794323,-13.61949718
GOBIERNO REGIONAL,PUESTO DE SALUD PARIA,20105,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUARAZ,INDEPENDENCIA,ACTIVADO,-77.51712041,-9.48994162
GOBIERNO REGIONAL,TINGO DE PONAZA,220709,CENTROS DE SALUD O CENTROS MEDICOS,SAN MARTIN,PICOTA,TINGO DE PONASA,ACTIVADO,-76.25270177,-6.93549797
GOBIERNO REGIONAL,SAPUC,60102,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CAJAMARCA,ASUNCION,ACTIVADO,-78.53605266,-7.35640199
MINSA,SANTA ROSA,150125,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,LIMA,LIMA,PUENTE PIEDRA,ACTIVADO,-77.0816932,-11.8748274
GOBIERNO REGIONAL,QUIMIRI,170204,PUESTOS DE SALUD O POSTAS DE SALUD,MADRE DE DIOS,MANU,HUEPETUHE,ACTIVADO,-70.426975,-13.08808333
GOBIERNO REGIONAL,PALTARUME,60407,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,COCHABAMBA,ACTIVADO,-78.82721,-6.51303
GOBIERNO REGIONAL,QQUEUÑAPAMPA,30504,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,COTABAMBAS,HAQUIRA,ACTIVADO,-72.25780698,-14.29598064
